Zm00001eb000650	Transducin/WD40 repeat-like superfamily protein/Transducin/WD40 repeat-like superfamily protein/E3 ubiquitin-protein ligase RFWD3/RING-type domain-containing protein/
Zm00001eb117530	Uncharacterized protein/U1-type domain-containing protein/
Zm00001eb117820	Homeobox protein knotted-1-like 4/Rough sheath1/Homeobox protein knotted-1-like 12/HB transcription factor (Homeobox protein knotted-1-like 4) (Homeobox protein rough sheath 1) (Homeobox transcription factor GNARLY1)/
Zm00001eb118010	Myb family transcription factor EFM/Myb-like DNA-binding domain, SHAQKYF class family protein/
Zm00001eb118070	DUF4220 domain-containing protein/Uncharacterized protein/
Zm00001eb118200	Phosphatidylinositol 345-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A/Sister chromatid cohesion protein/Uncharacterized protein/
Zm00001eb118250	Putative pyridoxal 5'-phosphate synthase subunit PDX1.1/Pyridoxal 5'-phosphate synthase-like subunit PDX1.2 (Pyridoxin biosynthesis protein ER1)/
Zm00001eb118290	U3 small nucleolar RNA-associated protein 6/Uncharacterized protein/
Zm00001eb118370	TRAF transcription factor (Fragment)/BTB/POZ and MATH domain-containing protein 3/BTB/POZ and MATH domain-containing protein 3 (Speckle-type POZ protein)/
Zm00001eb164300	Uncharacterized protein/UPF0503 protein chloroplastic/
Zm00001eb164310	Mitochondrial uncoupling protein 1/Mitochondrial uncoupling protein 3/Thioesterase family protein, mRNA (Uncoupling protein)/
Zm00001eb164350	Scarecrow-like protein 9/Uncharacterized protein/GRAS transcription factor (Fragment)/
Zm00001eb164360	Zinc finger protein 10/Putative transcriptional regulator RABBIT EARS (Zinc finger, C2H2 type family protein)/C2H2 transcription factor (Fragment)/
Zm00001eb164460	UPF0161 protein/Uncharacterized protein/
Zm00001eb164490	Scarecrow-like protein 9/Uncharacterized protein/
Zm00001eb164500	Uncharacterized protein/Scarecrow-like protein 9/
Zm00001eb164530	Scarecrow-like protein 9/Scarecrow-like protein 14/Uncharacterized protein/
Zm00001eb164650	Uncharacterized protein/Putative membrane lipoprotein/
Zm00001eb164790	ARM repeat superfamily protein/40S ribosomal protein S4/Importin beta-like SAD2/Uncharacterized protein/
Zm00001eb164810	Wall-associated kinase/Wall-associated receptor kinase 2/Wall-associated receptor kinase 3/
Zm00001eb164860	DIBOA-glucoside dioxygenase BX6/DIBOA-glucoside dioxygenase BX6 (EC 1.14.11.59) (2,4-dihydroxy-1,4-benzoxazin-3-one-glucoside dioxygenase) (2-oxoglutarate-dependent dioxygenase BX6) (Protein BENZOXAZINONE SYNTHESIS 6)/
Zm00001eb164940	Disease resistance RPP13-like protein 4/DnaJ protein P58IPK B/
Zm00001eb164950	Cyclopropane-fatty-acyl-phospholipid synthase/Tuberculostearic acid methyltransferase UfaA1/
Zm00001eb164960	Uncharacterized protein/NEP-interacting protein 1/
Zm00001eb165090	Laccase (EC 1.10.3.2)/Laccase (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase) (Diphenol oxidase) (Urishiol oxidase)/
Zm00001eb165200	Pleiotropic drug resistance ABC transporter family protein/Uncharacterized protein/Rust resistance-like protein RP1-4/NB-ARC domain containing protein expressed/Putative disease resistance protein RGA4/
Zm00001eb165260	Uncharacterized protein/Calmodulin binding protein/
Zm00001eb165270	ATP-dependent DNA helicase (EC 3.6.4.12)/ATP-dependent DNA helicase Q-like 1/
Zm00001eb165330	Cell number regulator 13/Protein kinase domain-containing protein/
Zm00001eb165370	Cysteine-rich receptor-like protein kinase 8/Cysteine-rich receptor-like protein kinase 19/
Zm00001eb165450	rRNA processing protein-related (Fragment)/Magnesium/proton exchanger/Uncharacterized protein/rRNA processing protein-related/Magnesium/proton exchanger 1/
Zm00001eb165470	Protein MARD1/FLZ-type domain-containing protein/
Zm00001eb165480	F-box/LRR-repeat protein 3/Uncharacterized protein/F-box family protein/
Zm00001eb165490	Pectin lyase-like superfamily protein/Putative polygalacturonase/Uncharacterized protein/
Zm00001eb165530	IU_nuc_hydro domain-containing protein/Uncharacterized protein/Putative uridine nucleosidase 2/
Zm00001eb165590	Benzoxazinone synthesis8/Glycosyltransferase (EC 2.4.1.-)/DIMBOA UDP-glucosyltransferase BX8 (EC 2.4.1.202) (2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase BX8) (Protein BENZOXAZINLESS 8)/
Zm00001eb165610	Tryptophan synthase (EC 4.2.1.20)/Indole-3-glycerol phosphate lyase, chloroplastic (EC 4.1.2.8) (Benzoxazineless 1) (Indole synthase) (Tryptophan synthase alpha chain) (EC 4.2.1.20)/
Zm00001eb165770	Alpha/beta-Hydrolases superfamily protein/Lipase/
Zm00001eb165790	Tropinone reductase-like protein/Tropinone reductase/
Zm00001eb165870	Sodium/hydrogen exchanger/Na_H_Exchanger domain-containing protein/
Zm00001eb165960	Nuclear pore complex protein NUP107/Uncharacterized protein/LRR receptor-like serine/threonine-protein kinase FLS2/Protein kinase domain-containing protein/
Zm00001eb166090	Aromatic-L-amino-acid decarboxylase/Tyrosine decarboxylase 1/
Zm00001eb166190	Sterile alpha motif (SAM) domain-containing protein/SAM domain-containing protein/
Zm00001eb166200	Ribosome associated membrane protein RAMP4/Uncharacterized protein/
Zm00001eb166240	Polyol transporter 5/Putative polyol transporter 1/
Zm00001eb166380	E3 ubiquitin-protein ligase RGLG1/Beta-galactosidase (EC 3.2.1.23)/
Zm00001eb166570	C globular stage isoform 1/Uncharacterized protein/Plant viral-response family protein/
Zm00001eb166680	Cytochrome P450 716B1/Taxane 10-beta-hydroxylase/Putative cytochrome P450 superfamily protein/
Zm00001eb166700	Monosaccharide-sensing protein 2/Uncharacterized protein/Putative sugar transporter protein/
Zm00001eb166750	Remorin family protein/Remorin_C domain-containing protein/Uncharacterized protein/Uncharacterized protein ZMRS072.10/
Zm00001eb166760	Uncharacterized protein/Uncharacterized protein ZMRS072.16/
Zm00001eb166810	Phosphatidate phosphatase (EC 3.1.3.4)/Phosphatidate phosphatase PAH2/
Zm00001eb166870	BTB/POZ and MATH domain-containing protein 1/TRAF transcription factor/
Zm00001eb166930	Ankyrin repeat-containing protein/Uncharacterized protein/
Zm00001eb166980	Seryl-tRNA synthetase (EC 6.1.1.11)/Seryl-tRNA synthetase/Serine--tRNA ligase, chloroplastic/mitochondrial/Seryl-tRNA synthetase (EC 6.1.1.11) (Fragment)/
Zm00001eb167000	C globular stage isoform 1/Uncharacterized protein/
Zm00001eb167010	ABC transporter G family member 40/ABC transporter G family member 34/ABC transporter G family member 39/
Zm00001eb167060	Cytochrome P450 99A2/Putative cytochrome P450 superfamily protein/
Zm00001eb167090	Agmatine coumaroyltransferase-2/Spermidine hydroxycinnamoyl transferase/
Zm00001eb167210	Pentatricopeptide repeat-containing protein/Uncharacterized protein/Pentatricopeptide repeat-containing protein mitochondrial/
Zm00001eb167230	Ribosomal protein L15/Acyl-coenzyme A oxidase/Acyl-coenzyme A oxidase 2, peroxisomal/
Zm00001eb167250	Thioredoxin domain-containing protein PLP3B/Thioredoxin domain-containing protein 9 (Thioredoxin domain-containing protein PLP3B)/Uncharacterized protein/
Zm00001eb167290	F-box/kelch-repeat protein/F-box/kelch-repeat protein SKIP11/
Zm00001eb167310	Transcription factor bHLH47/BHLH domain-containing protein/
Zm00001eb167340	Xylanase inhibitor protein 2/Acidic endochitinase/
Zm00001eb167370	RING/FYVE/PHD zinc finger superfamily protein/RING-CH-type domain-containing protein/
Zm00001eb167580	DUF295 domain-containing protein/F-box domain-containing protein/F-box domain containing protein/
Zm00001eb167650	Thiol:disulfide interchange protein TxlA/Thioredoxin superfamily protein/
Zm00001eb167660	GTP-binding protein hflX/GTPase HflX/Hflx-type G domain-containing protein/Uncharacterized protein/
Zm00001eb167720	Barwin/Hevein-like preproprotein (Win2)/
Zm00001eb167780	Leucine-rich repeat protein kinase family protein/Putative inactive leucine-rich repeat receptor-like protein kinase/
Zm00001eb167850	Glycerophosphodiester phosphodiesterase GDPD4/Glycerophosphodiester phosphodiesterase (EC 3.1.4.46)/
Zm00001eb168000	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)/Non-lysosomal glucosylceramidase/Uncharacterized protein/
Zm00001eb168050	Non-reducing end alpha-L-arabinofuranosidase (EC 3.2.1.55) (Fragment)/Uncharacterized protein/
Zm00001eb168090	Uncharacterized protein/Glycine-rich protein/
Zm00001eb168120	Zinc-finger homeodomain protein 4/Putative homeobox DNA-binding domain superfamily protein (ZF-HD transcription factor)/
Zm00001eb168190	Polyketide cyclase/dehydrase and lipid transport superfamily protein/START domain-containing protein/
Zm00001eb168260	Trypsin family protein with PDZ domain/Putative protease Do-like 14/
Zm00001eb168290	O-methyltransferase ZRP4/O-methyltransferase ZRP4 (OMT) (EC 2.1.1.-)/
Zm00001eb168300	Uncharacterized protein/Transcription initiation factor TFIID subunit 4b/RST domain-containing protein/
Zm00001eb168310	RST domain-containing protein/Transcription initiation factor TFIID subunit 4b/
Zm00001eb168340	Bacterial hemolysin-related/Putative cadmium/zinc-transporting ATPase HMA1, chloroplastic/Hemolysin A/
Zm00001eb168350	Chitinase 2/Chitinase 1 (Chitinase 2)/
Zm00001eb168410	GTP--RNA guanylyltransferase (EC 2.7.7.50) (mRNA guanylyltransferase)/mRNA capping enzyme family protein/
Zm00001eb168430	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)/Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Protein IRON DEFICIENCY INDUCIBLE 2) (ZmIDI2) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)/
Zm00001eb168450	Protein kinase superfamily protein/Putative aarF domain-containing protein kinase/
Zm00001eb168480	Pyruvate kinase (EC 2.7.1.40)/Uncharacterized protein/
Zm00001eb168520	Carboxypeptidase (EC 3.4.16.-)/Uncharacterized protein/
Zm00001eb168540	Ethylene-responsive transcription factor 1B/AP2-EREBP transcription factor (Fragment)/
Zm00001eb168640	Putative cysteine desulfurase/NifS-like protein/
Zm00001eb168720	Myb domain protein 69/Uncharacterized protein/Transcription factor MYB105/MYB transcription factor (Fragment)/
Zm00001eb168730	Mitogen activated protein kinase kinase kinase/Putative MAPKKK family protein kinase/Mitogen-activated protein kinase kinase kinase 3/Protein kinase domain-containing protein/Uncharacterized protein/
Zm00001eb168750	Uncharacterized protein/ER membrane protein complex subunit 10/
Zm00001eb168870	B3 domain-containing protein REM16/B3 domain-containing protein/Uncharacterized protein/TF-B3 domain-containing protein/
Zm00001eb168900	Saposin B domain-containing protein/Uncharacterized protein/Putative mitochondrial-processing peptidase subunit beta, mitochondrial/Protein STRICTOSIDINE SYNTHASE-LIKE 3/
Zm00001eb168930	C1_2 domain-containing protein/Uncharacterized protein/Cysteine/Histidine-rich C1 domain family protein/
Zm00001eb168940	Putative envelope ADPATP carrier protein chloroplastic/Uncharacterized protein/Cyclin-B1-4/Cyclin-B1-3/
Zm00001eb169000	40S ribosomal protein S4-3/40S ribosomal protein S4/
Zm00001eb169030	Disease resistance protein RPM1/Putative disease resistance RPP13-like protein 3/
Zm00001eb169100	Uncharacterized protein/Protein FAM136A/
Zm00001eb169140	RNApolymerase 14 kDa subunit (Fragment)/DNA-directed RNA polymerases I and III subunit RPAC2/
Zm00001eb169160	ATP-dependent protease La (LON) domain protein/Exocyst complex component EXO84B/
Zm00001eb169170	Polyubiquitin/Clone MubG1 ubiquitin/
Zm00001eb169350	Receptor-like kinase TMK4/Putative leucine-rich repeat receptor-like protein kinase family protein/
Zm00001eb169400	SUMO-activating enzyme subunit 1B-2/E1 ubiquitin-activating enzyme (EC 6.2.1.45)/SUMO-activating enzyme subunit 1A/Ubiquitin-like 1-activating enzyme E1A/
Zm00001eb169410	Putative squamosa promoter-binding-like protein 19/SBP-type domain-containing protein/SBP transcription factor (Squamosa promoter-binding-like protein 18)/
Zm00001eb169440	Putative FAD-binding Berberine family protein/Berberine bridge enzyme-like 22/
Zm00001eb169460	Putative WRKY transcription factor 75/Putative WRKY DNA-binding domain superfamily protein/
Zm00001eb169510	Uncharacterized protein/Pyridoxal phosphate (PLP)-dependent transferase superfamily protein/
Zm00001eb169520	O-methyltransferase ZRP4/TRIBOA-glucoside O-methyltransferase BX7/TRIBOA-glucoside O-methyltransferase BX7 (EC 2.1.1.241) (2,4,7-trihydroxy-1,4-benzoxazin-3-one-glucoside 7-O-methyltransferase) (Protein BENZOXAZINONE SYNTHESIS 7)/Methyltransf_2 domain-containing protein/
Zm00001eb169540	Alpha-ketoglutarate-dependent dioxygenase alkB/Fe2OG dioxygenase domain-containing protein/
Zm00001eb169610	DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2)/DNA helicase (EC 3.6.4.12)/
Zm00001eb169620	Probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 [Includes: Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109); Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)]/Putative bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 Methylthioribulose-1-phosphate dehydratase Enolase-phosphatase E1/
Zm00001eb169630	Chaperone protein dnaJ-related/Uncharacterized protein/
Zm00001eb169670	Pentatricopeptide repeat-containing protein/Pentatricopeptide repeat protein PPR986-12/
Zm00001eb169680	ELMO/CED-12 family protein/Vesicle-associated protein 2-1/ELMO domain-containing protein A/ELMO domain-containing protein/Uncharacterized protein/
Zm00001eb169710	Putative cytochrome P450 superfamily protein/Cytochrome P450 94B3/
Zm00001eb169920	Zinc finger CCCH domain-containing protein 58/Zinc finger CCCH domain-containing protein 63/Zinc finger CCCH domain-containing protein 33/Uncharacterized protein/
Zm00001eb169940	Transcriptional activator FHA1/FHA domain-containing protein/FHA domain containing protein (FHA transcription factor)/FHA domain-containing protein FHA2/
Zm00001eb169950	Chitinase-3-like protein 1/Glycosyl hydrolase family protein with chitinase insertion domain/
Zm00001eb169960	GUB_WAK_bind domain-containing protein/Putative membrane lipoprotein/
Zm00001eb169990	UV-B-induced protein/UV-B-induced protein chloroplastic/Uncharacterized protein/
Zm00001eb170120	Protein kinase superfamily protein/Mitogen-activated protein kinase 7/
Zm00001eb170160	40S ribosomal protein S4-3/Uncharacterized protein/
Zm00001eb170190	Deleted./BRO1 domain-containing protein/
Zm00001eb170340	Protein-serine/threonine phosphatase (EC 3.1.3.16)/RNA polymerase II C-terminal domain phosphatase-like (EC 3.1.3.16)/
Zm00001eb170350	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase/Fructose-2,6-bisphosphatase/
Zm00001eb170460	LRR receptor-like serine/threonine-protein kinase EFR/Putative LRR receptor-like serine/threonine-protein kinase/
Zm00001eb170510	UDP-glycosyltransferase 73D1/Glycosyltransferase (EC 2.4.1.-)/
Zm00001eb170520	LRR receptor-like serine/threonine-protein kinase EFR/LRR receptor-like serine/threonine-protein kinase GSO1/Putative leucine-rich repeat receptor-like protein kinase family protein/
Zm00001eb170530	Transcription factor ICE1/Putative HLH DNA-binding domain superfamily protein/
Zm00001eb170560	Sterol 14-demethylase/Obtusifoliol 14-alpha demethylase/
Zm00001eb170610	Co-chaperone protein SBA1/HSP20-like chaperones superfamily protein/CS domain-containing protein/
Zm00001eb170730	Protein aq_1857/Iron-sulfur assembly protein IscA-like 2 mitochondrial/Iron-sulfur assembly protein IscA-like 2, mitochondrial/Iron-sulfur assembly protein IscA-like 2 mitochondrial (Protein aq_1857)/
Zm00001eb170770	UPF0481 protein/Uncharacterized protein/
Zm00001eb170810	Alba DNA/RNA-binding protein/Ribonuclease P protein subunit p25-like protein/
Zm00001eb170830	Putative xyloglucan glycosyltransferase 3/Xyloglucan glycosyltransferase 4/
Zm00001eb170900	Cell wall integrity protein scw1/RRM domain-containing protein/
Zm00001eb170920	Zinc finger protein CONSTANS-LIKE 4/Zinc finger protein CONSTANS-LIKE 5/CONSTANS-like protein CO8 (Orphans transcription factor) (Zinc finger protein CONSTANS-LIKE 5)/Orphans transcription factor (Zinc finger protein CONSTANS-LIKE 5)/
Zm00001eb170930	Uncharacterized protein/ADP-ribosylation factor 3/
Zm00001eb170980	Uncharacterized protein/CDPK-related kinase 1/Calcium/calmodulin-dependent serine/threonine-protein kinase 1/
Zm00001eb171020	Protein kinase superfamily protein/Serine/threonine-protein kinase HT1/
Zm00001eb171040	Putative alcohol dehydrogenase superfamily protein/PKS_ER domain-containing protein/Enoyl-[acyl-carrier-protein] reductase, mitochondrial/
Zm00001eb171160	Uncharacterized protein/Retrotransposon-like protein/General transcription factor 2-related zinc finger protein/Replication protein A DNA-binding subunit B/
Zm00001eb171180	Tetratricopeptide repeat (TPR)-containing protein/Tetratricopeptide repeat (TPR)-containing protein (Fragment)/Uncharacterized protein/
Zm00001eb171240	Ribosomal protein L27 family protein/50S ribosomal protein L27/50S ribosomal protein L27 (Ribosomal protein L27 family protein)/
Zm00001eb171410	Polyphenol oxidase A1, chloroplastic/Ig-like domain-containing protein/Polyphenol oxidase chloroplastic/
Zm00001eb171480	Polyadenylate-binding protein RBP45C/Polyadenylate-binding protein RBP45C (Fragment)/Polyadenylate-binding protein RBP45/Uncharacterized protein/
