	bwnet_20$colors		ensembl_id	uniprot_function
Zm00001eb121580	turquoise		Zm00001eb201680	Purple acid phosphatase (EC 3.1.3.2)/Acid phosphatase (EC 3.1.3.2)/Uncharacterized protein/Metallophos domain-containing protein/Purple acid phosphatase 3/
Zm00001eb121590	cyan		Zm00001eb201710	Protein kinase superfamily protein/Putative aarF domain-containing protein kinase 1/ABC1 domain-containing protein/
Zm00001eb121640	turquoise		Zm00001eb201880	Uncharacterized protein/Wall-associated receptor kinase 3/
Zm00001eb121650	pink		Zm00001eb201940	Long chain acyl-CoA synthetase 2/Acyl CoA synthetase (Long chain acyl-CoA synthetase 2)/Uncharacterized protein/
Zm00001eb121720	turquoise		Zm00001eb202000	Putative vesicle-associated membrane protein family protein (Fragment)/
Zm00001eb121740	turquoise		Zm00001eb202020	Protein kinase superfamily protein/Leucine-rich repeat receptor protein kinase EMS1/
Zm00001eb121750	brown		Zm00001eb202040	Lipase-like PAD4/
Zm00001eb121760	brown		Zm00001eb202050	Uncharacterized protein/
Zm00001eb121810	blue		Zm00001eb202130	Putative HLH DNA-binding domain superfamily protein/
Zm00001eb121870	green		Zm00001eb202180	Phox-associated domain/Phox-associated domain (Fragment)/Sorting nexin-13/Nexin_C domain-containing protein/
Zm00001eb121880	blue		Zm00001eb202220	WNK6/Putative serine/threonine-protein kinase WNK6/Serine/threonine-protein kinase WNK4/
Zm00001eb121900	paleturquoise		Zm00001eb202260	Transcription factor VIP1/BZIP transcription factor (Transcription factor VIP1)/Transcription factor RF2b/
Zm00001eb121920	turquoise		Zm00001eb202270	Nodulation-signaling pathway 2 protein/Scarecrow-like protein 26/
Zm00001eb122000	cyan		Zm00001eb202360	F-box protein PP2-B10/ATPP2-B12/Uncharacterized protein/
Zm00001eb122020	brown		Zm00001eb202370	Autophagy-related protein 13b/
Zm00001eb122030	brown		Zm00001eb202380	Digalactosyldiacylglycerol synthase 1 chloroplastic (Fragment)/
Zm00001eb122050	turquoise		Zm00001eb202390	Cytochrome b-c1 complex subunit 6/
Zm00001eb122060	turquoise		Zm00001eb202400	Actin-7/
Zm00001eb122120	green		Zm00001eb202410	Myb_DNA-bind_4 domain-containing protein/Trihelix transcription factor/
Zm00001eb122180	blue		Zm00001eb202420	Tubby-like F-box protein/
Zm00001eb122190	salmon		Zm00001eb202450	Putative serine esterase family protein/Protein FAM135B/
Zm00001eb122200	paleturquoise		Zm00001eb202460	Putative endonuclease or glycosyl hydrolase/HTH OST-type domain-containing protein/Uncharacterized protein/
Zm00001eb122270	green		Zm00001eb202480	Uncharacterized protein/
Zm00001eb122290	pink		Zm00001eb202510	Putative calcium-binding protein CML15/Putative calcium-binding protein CML12/
Zm00001eb122320	blue		Zm00001eb202520	Putative mediator of RNA polymerase II transcription subunit 26c/Putative mediator of RNA polymerase II transcription subunit 26c (Fragment)/
Zm00001eb122330	salmon		Zm00001eb202540	Mono-/di-acylglycerol lipase N-terminal/Alanine aminotransferase 2 mitochondrial (Fragment)/Ste24 endopeptidase (EC 3.4.24.84) (Fragment)/La protein 1/Lipase_3 domain-containing protein/
Zm00001eb122350	green		Zm00001eb202580	Prolyl-tRNA synthetase (EC 6.1.1.15)/
Zm00001eb122370	blue		Zm00001eb202590	Nuclear speckle RNA-binding protein A/Maternally expressed gene 5/Protein MATERNALLY EXPRESSED GENE 5/
Zm00001eb122420	turquoise		Zm00001eb202610	Ypt/Rab-GAP domain of gyp1p superfamily protein/GTPase-activating protein gyp7/
Zm00001eb122450	salmon		Zm00001eb202620	Cytochrome P450 78A6/Cytochrome P450 family 78 subfamily A polypeptide 8/Cytochrome P450 CYP78A54/
Zm00001eb122470	lightyellow		Zm00001eb202650	Pentatricopeptide repeat-containing protein/
Zm00001eb122490	turquoise		Zm00001eb202700	E3 ubiquitin ligase BIG BROTHER-related/RING-type domain-containing protein/
Zm00001eb122550	green		Zm00001eb202730	Pathogenesis-related protein 5/
Zm00001eb122570	blue		Zm00001eb202810	CMV 1a interacting protein 1/
Zm00001eb122590	turquoise		Zm00001eb202830	Acyl carrier protein/Uncharacterized protein/Carrier domain-containing protein/Acyl-[acyl-carrier protein] desaturase (EC 1.14.99.6) (Fragment)/
Zm00001eb122630	tan		Zm00001eb202860	26S proteasome non-ATPase regulatory subunit 3 homolog A/Putative 26S proteasome non-ATPase regulatory subunit 3/26S proteasome non-ATPase regulatory subunit 3/
Zm00001eb122720	green		Zm00001eb202910	40S ribosomal protein S27/
Zm00001eb122730	green		Zm00001eb202920	Uncharacterized protein/Uncharacterized protein (Fragment)/Nuclear pore complex protein NUP214/GBF-interacting protein 1/Nuclear pore complex protein NUP214 (Fragment)/
Zm00001eb122750	green		Zm00001eb202960	Lipase class 3 family protein/Uncharacterized protein/Lipase_3 domain-containing protein/
Zm00001eb122780	blue		Zm00001eb203110	High mobility group B protein 15/HMG box family protein/
Zm00001eb122800	blue		Zm00001eb203200	Uncharacterized protein/
Zm00001eb122810	brown		Zm00001eb203240	"Putative replication protein/Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2/Uncharacterized protein/Glycosyltransferase family 61 protein/"
Zm00001eb122840	turquoise		Zm00001eb203250	40S ribosomal protein S4-3/Putative ribosomal protein S4 (RPS4A) family protein isoform 1/
Zm00001eb122880	pink		Zm00001eb203280	Apoptosis inhibitory protein 5 (API5)/Apoptosis inhibitor 5-like protein API5/Uncharacterized protein/
Zm00001eb122890	pink		Zm00001eb203320	Uncharacterized protein/Plant/F7F23-4 protein/
Zm00001eb122900	blue		Zm00001eb203330	Calcineurin B-like12/Calcineurin B-like protein 7/Calcineurin B-like protein 4/Calcineurin B-like protein/
Zm00001eb122920	salmon		Zm00001eb203340	Ubiquitin-conjugating enzyme E2 variant 1C/Ubiquitin-conjugating enzyme E2 variant 1C (Ubiquitin-conjugating enzyme spm2)/
Zm00001eb122960	blue		Zm00001eb203350	Uncharacterized protein/GeBP transcription factor (Tyrosine specific protein phosphatase-like)/
Zm00001eb122980	cyan		Zm00001eb203360	Uncharacterized protein/
Zm00001eb123060	turquoise		Zm00001eb203380	"NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)/NADPH:adrenodoxin oxidoreductase mitochondrial (Fragment)/"
Zm00001eb123070	tan		Zm00001eb203400	"NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)/"
Zm00001eb123150	turquoise		Zm00001eb203450	Uncharacterized protein/
Zm00001eb123210	pink		Zm00001eb203570	AGC (cAMP-dependent cGMP-dependent and protein kinase C) kinase family protein/Protein-serine/threonine phosphatase (EC 3.1.3.16)/Protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein/
Zm00001eb123230	turquoise		Zm00001eb203620	Xyloglucan endotransglucosylase/hydrolase (EC 2.4.1.207)/
Zm00001eb123260	pink		Zm00001eb203780	GDSL esterase/lipase/Alpha/beta-Hydrolases superfamily protein/Triacylglycerol lipase/
Zm00001eb123270	pink		Zm00001eb203790	Uncharacterized protein/
Zm00001eb123280	turquoise		Zm00001eb203800	Protein CONTINUOUS VASCULAR RING 1/Protein LIKE COV 3/COV1/
Zm00001eb123330	tan		Zm00001eb203810	Nuclear ribonuclease Z (Fragment)/TRNase Z TRZ1/Nuclear ribonuclease Z/Lactamase_B domain-containing protein/
Zm00001eb123410	green		Zm00001eb203840	BTB/POZ domain-containing protein POB1/BTB domain-containing protein/
Zm00001eb123460	green		Zm00001eb203850	Intracellular protein transport protein USO1-related/Uncharacterized protein/
Zm00001eb123480	blue		Zm00001eb203870	Plastid division protein PDV1/Uncharacterized protein/
Zm00001eb123510	tan		Zm00001eb203890	Gamma-glutamylcyclotransferase (EC 4.3.2.9) (Fragment)/Gamma-glutamylcyclotransferase (EC 4.3.2.9)/
Zm00001eb123520	pink		Zm00001eb203920	AGP16/
Zm00001eb123540	blue		Zm00001eb203940	WRKY transcription factor 22/WRKY domain-containing protein/
Zm00001eb123560	tan		Zm00001eb203960	Uncharacterized protein/
Zm00001eb123620	green		Zm00001eb203980	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)/
Zm00001eb123630	lightyellow		Zm00001eb203990	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)/
Zm00001eb123700	turquoise		Zm00001eb204030	Pre-mRNA-splicing factor 3/Protein RDM16/Uncharacterized protein/
Zm00001eb123720	tan		Zm00001eb204050	Extra-large G-protein-like/Extra-large guanine nucleotide-binding protein 1/
Zm00001eb123790	paleturquoise		Zm00001eb204110	Transcription factor SPEECHLESS/BHLH transcription factor (Transcription factor SPEECHLESS)/DNA binding protein/
Zm00001eb123830	paleturquoise		Zm00001eb204130	Uncharacterized protein/Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein/
Zm00001eb123870	pink		Zm00001eb204200	Protein HUA2-LIKE 3/Protein HUA2-LIKE 3 (Fragment)/
Zm00001eb124060	lightyellow		Zm00001eb204270	Uncharacterized protein/
Zm00001eb124080	tan		Zm00001eb204290	Uncharacterized protein/
Zm00001eb124100	blue		Zm00001eb204300	"RHOMBOID-like protein 9 chloroplastic/RHOMBOID-like protein 9, chloroplastic/Uncharacterized protein/"
Zm00001eb124170	brown		Zm00001eb204320	Putative inactive dual specificity protein phosphatase-like/Uncharacterized protein/
Zm00001eb124200	pink		Zm00001eb204330	Uncharacterized protein/zf-RVT domain-containing protein (Fragment)/zf-RVT domain-containing protein/
Zm00001eb124210	cyan		Zm00001eb204360	GDSL esterase/lipase/Esterase (GDSL esterase/lipase)/
Zm00001eb124290	tan		Zm00001eb204370	Transcription factor GTE4/
Zm00001eb124320	pink		Zm00001eb204400	Putative inactive dual specificity protein phosphatase-like/
Zm00001eb124340	brown		Zm00001eb204420	Putative RING zinc finger domain superfamily protein/RING-H2 finger protein ATL1N/
Zm00001eb124390	turquoise		Zm00001eb204530	Uncharacterized protein/
Zm00001eb124410	green		Zm00001eb204570	Putative ubiquitin carboxyl-terminal hydrolase superfamily protein/Ubiquitin carboxyl-terminal hydrolase 15/
Zm00001eb124430	green		Zm00001eb204600	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)/Phosphoenolpyruvate carboxylase isoform 1/
Zm00001eb124440	blue		Zm00001eb204630	Glycosyltransferase (EC 2.4.1.-)/
Zm00001eb124450	pink		Zm00001eb204640	Protein kinase superfamily protein/Serine/threonine-protein kinase EDR1/ATP binding protein (Protein kinase superfamily protein)/
Zm00001eb124480	brown		Zm00001eb204700	Uncharacterized protein/
Zm00001eb124510	brown		Zm00001eb204710	Serine/arginine repetitive matrix protein 2/Cwf21/
Zm00001eb124520	turquoise		Zm00001eb204740	Peroxidase (EC 1.11.1.7)/
Zm00001eb124530	pink		Zm00001eb204830	Pre-mRNA-splicing factor CWC21/Cwf21/
Zm00001eb124580	turquoise		Zm00001eb204850	SH3 domain-containing protein PJ696.02/Zinc ion binding protein/Putative FYVE zinc finger containing actin-binding-domain protein family/
Zm00001eb124590	turquoise		Zm00001eb204910	60S ribosomal protein L11-1/60S ribosomal protein L11/Uncharacterized protein/
Zm00001eb124620	turquoise		Zm00001eb204920	Non-specific serine/threonine protein kinase (EC 2.7.11.1)/
Zm00001eb124630	turquoise		Zm00001eb204940	Uncharacterized protein/
Zm00001eb124740	turquoise		Zm00001eb204950	T-complex protein 1 subunit gamma/
Zm00001eb124750	turquoise		Zm00001eb204990	Uncharacterized protein/
Zm00001eb124820	turquoise		Zm00001eb205000	Uncharacterized protein/
Zm00001eb124900	blue		Zm00001eb205070	KH domain-containing protein/Far upstream element-binding protein 1/Uncharacterized protein/
Zm00001eb124920	green		Zm00001eb205090	Protein-serine/threonine phosphatase (EC 3.1.3.16)/
Zm00001eb124930	salmon		Zm00001eb205140	Protein kinase domain superfamily protein/Serine/threonine-protein kinase EDR1/Protein kinase domain-containing protein/
Zm00001eb124940	brown		Zm00001eb205160	Putative elongation factor 1-gamma 2/Elongation factor 1-gamma 2/
Zm00001eb124950	cyan		Zm00001eb205190	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)/
Zm00001eb125080	turquoise		Zm00001eb205210	Allene oxide synthase 4/Putative cytochrome P450 superfamily protein/
Zm00001eb125110	brown		Zm00001eb205240	Lycopene epsilon cyclase1/Protein kinase protein with adenine nucleotide alpha hydrolase-like domain/U-box domain-containing protein 35/
Zm00001eb125150	blue		Zm00001eb205250	Serine/threonine-protein phosphatase (EC 3.1.3.16)/
Zm00001eb125190	turquoise		Zm00001eb205260	Protein CLP1-like protein/Protein CLP1/Protein CLP1 homolog/Uncharacterized protein/
Zm00001eb125200	green		Zm00001eb205270	Uncharacterized protein/
Zm00001eb125210	blue		Zm00001eb205290	Histone deacetylase (EC 3.5.1.98)/Probable histone deacetylase 19 (EC 3.5.1.98) (RPD3 homolog)/
Zm00001eb125270	salmon		Zm00001eb205370	Uncharacterized protein/
Zm00001eb125350	green		Zm00001eb205380	Syntaxin-123/Syntaxin-124/
Zm00001eb125360	blue		Zm00001eb205410	Uncharacterized protein/
Zm00001eb125400	brown		Zm00001eb205450	NSP (Nuclear shuttle protein)-interacting GTPase/Putative ARF GTPase-activating domain family protein isoform 1/Putative ADP-ribosylation factor GTPase-activating protein AGD14/GTP-ase activating protein for Arf containing protein/Arf-GAP domain-containing protein/
Zm00001eb125410	pink		Zm00001eb205470	SPOC domain / Transcription elongation factor S-II protein/Putative SPOC domain / Transcription elongation factor S-II protein/PHD finger protein 3/ATP-dependent DNA helicase (EC 3.6.4.12)/
Zm00001eb125430	lightyellow		Zm00001eb205480	ABC transporter G family member 39/ABC transporter G family member 40/
Zm00001eb125450	green		Zm00001eb205490	"RNA-binding (RRM/RBD/RNP motifs) family protein/ABC transporter G family member 39/Glycine-rich RNA-binding protein 3, mitochondrial/"
Zm00001eb125460	tan		Zm00001eb205500	26S protease regulatory subunit 8 homolog B/26S protease regulatory subunit 8 A/26S protease regulatory subunit 8 (26S protease regulatory subunit 8 homolog B)/
Zm00001eb125480	paleturquoise		Zm00001eb205510	Cytochrome P450 734A1/
Zm00001eb125530	blue		Zm00001eb205530	Phenylalanine ammonia-lyase 1/Phenylalanine ammonia-lyase (EC 4.3.1.24)/
Zm00001eb125600	cyan		Zm00001eb205560	Late blight resistance protein R1-A/NB-ARC domain-containing protein/Uncharacterized protein/Apoptotic protease-activating factor 1/
Zm00001eb125810	salmon		Zm00001eb205580	Binding/Uncharacterized protein/
Zm00001eb125830	brown		Zm00001eb205610	Peptidase C13 family/GPI-anchor transamidase/
Zm00001eb125860	turquoise		Zm00001eb205630	40S ribosomal protein S8/
Zm00001eb125920	pink		Zm00001eb205670	40S ribosomal protein S8/
Zm00001eb125950	pink		Zm00001eb205690	Uncharacterized protein/SWIB/MDM2 domain-containing protein/Deleted./Uncharacterized protein sll1770/
Zm00001eb126140	blue		Zm00001eb205760	Calcium-binding mitochondrial carrier protein SCaMC-3/Calcium-binding mitochondrial carrier F55A11.4 (Mitochondrial substrate carrier family protein)/
Zm00001eb126160	cyan		Zm00001eb205770	Uncharacterized protein/
Zm00001eb126350	brown		Zm00001eb205810	Sec14p-like phosphatidylinositol transfer family protein/SEC14-like protein 5/
Zm00001eb126370	blue		Zm00001eb205830	Putative F-box protein/F-box domain-containing protein/F-box protein interaction domain containing protein/
Zm00001eb126380	turquoise		Zm00001eb205890	Ubiquitin family protein/DNA damage-inducible protein 1/
Zm00001eb126420	green		Zm00001eb206010	"Uncharacterized protein/Putative diaminopimelate decarboxylase, chloroplastic/Uncharacterized protein Z013I05_4/"
Zm00001eb126600	cyan		Zm00001eb206020	Uncharacterized protein/
Zm00001eb126640	lightyellow		Zm00001eb206030	Tubulin binding cofactor C domain-containing protein/TBCC domain-containing protein 1/TBCC domain-containing protein 1 (Fragment)/
Zm00001eb126680	tan		Zm00001eb206040	Lipoxygenase (EC 1.13.11.-)/Lipoxygenase11/Lipoxygenase10/Uncharacterized protein/
Zm00001eb126740	blue		Zm00001eb206050	Putative STRUBBELIG family receptor protein kinase/Protein STRUBBELIG-RECEPTOR FAMILY 8/
Zm00001eb126760	brown		Zm00001eb206070	Non-structural maintenance of chromosomes element 4/
Zm00001eb126770	blue		Zm00001eb206080	Zinc finger CCCH domain-containing protein 52/Zinc finger CCCH domain-containing protein 14/Uncharacterized protein/
Zm00001eb126780	turquoise		Zm00001eb206090	Citrate synthase/Uncharacterized protein/
Zm00001eb126790	brown		Zm00001eb206100	Citrate synthase/
Zm00001eb126840	blue		Zm00001eb206110	Integral membrane HRF1 family protein/Protein YIF1B-B/Uncharacterized protein/Protein YIF1A/
Zm00001eb126970	turquoise		Zm00001eb206130	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (Fragment)/Brefeldin A-inhibited guanine nucleotide-exchange protein 1/
Zm00001eb127080	pink		Zm00001eb206220	Protein kinase/
Zm00001eb127110	turquoise		Zm00001eb206230	Glucomannan 4-beta-mannosyltransferase 2/Glucomannan 4-beta-mannosyltransferase 1/CSLA1-cellulose synthase-like family A mannan synthase/
Zm00001eb127120	turquoise		Zm00001eb206240	Methyl-CpG-binding domain-containing protein 9/Uncharacterized protein/PHD-finger family protein/
Zm00001eb127150	turquoise		Zm00001eb206250	Uncharacterized protein/Protein FLX-like 2/
Zm00001eb127160	turquoise		Zm00001eb206300	Serine/threonine protein phosphatase 2A regulatory subunit B''alpha/Putative serine/threonine protein phosphatase 2A regulatory subunit B''gamma/
Zm00001eb127170	turquoise		Zm00001eb206330	"Putative RING zinc finger domain superfamily protein/E3 ubiquitin-protein ligase CIP8/Zinc finger, C3HC4 type family protein/"
Zm00001eb127180	turquoise		Zm00001eb206360	Ethylene-responsive transcription factor 3/Putative AP2/EREBP transcription factor superfamily protein/
Zm00001eb127190	lightyellow		Zm00001eb206400	Glycosyltransferase (EC 2.4.1.-)/UDPGT domain-containing protein/
Zm00001eb127210	turquoise		Zm00001eb206410	"Protein TIC 21, chloroplastic/Uncharacterized protein/Protein TIC 21 chloroplastic/"
Zm00001eb127230	brown		Zm00001eb206430	RNA-metabolising metallo-beta-lactamase family protein (Fragment)/RNA-metabolising metallo-beta-lactamase family protein/Ribonuclease J/Myb-like domain-containing protein/
